N,P,K,pH,temperature,humidity,rainfall,crop,fertilizer,quantity
140,48,61,5.42,13.51,52.61,2688.15,0,0,20.2
59,41,90,7.47,31.93,59.82,804.95,0,5,35.0
103,32,106,6.63,38.27,40.11,1409.58,1,1,18.1
89,59,92,7.74,30.86,53.81,614.47,2,6,19.8
157,28,13,7.62,16.78,37.57,2014.89,6,1,40.3
114,76,86,5.36,13.23,81.8,1801.8,1,0,9.599999999999998
62,34,60,7.36,36.31,64.87,2582.31,5,1,48.199999999999996
147,34,52,7.7,12.97,38.16,1652.9,4,1,25.9
108,15,64,5.88,14.53,82.74,2387.06,0,1,38.5
118,24,99,5.19,27.9,34.82,1090.65,1,1,18.799999999999997
60,72,50,4.51,15.7,85.62,2143.91,1,0,41.4
80,29,40,6.3,16.83,36.34,312.45,0,1,52.3
143,52,44,5.91,14.27,73.08,624.28,2,2,24.9
152,76,89,6.72,38.33,68.72,1451.51,3,2,0.0
116,13,66,5.25,13.75,76.96,2683.3,4,1,35.9
158,15,33,7.94,37.94,63.89,2678.32,6,1,35.900000000000006
27,68,62,5.53,19.79,51.0,1876.56,6,5,47.7
24,61,39,5.41,34.65,46.46,563.69,2,5,59.900000000000006
53,28,90,6.42,38.5,86.73,2106.7,4,5,40.699999999999996
28,35,86,6.5,25.58,56.48,695.27,1,5,47.7
57,57,111,5.36,33.11,80.53,1181.3,0,5,22.4
62,64,16,5.59,17.98,73.38,1079.72,0,2,56.8
115,68,18,5.18,21.49,69.37,2676.5,4,2,38.9
157,83,30,7.37,26.59,88.24,2142.0,4,2,17.0
31,47,39,7.58,35.51,63.93,398.96,0,5,62.0
118,14,110,6.35,28.62,73.98,2561.48,0,1,17.4
159,51,110,7.36,10.66,80.98,1405.12,4,6,0.0
50,44,31,7.44,19.14,32.76,2313.34,1,5,60.4
30,78,56,5.05,35.95,89.78,2374.7,6,5,46.2
117,12,71,8.36,17.21,45.73,2996.31,6,1,33.9
46,50,40,7.78,21.04,72.15,1171.44,5,5,56.2
40,41,13,5.32,21.69,87.22,2620.44,3,5,71.5
147,45,19,5.24,14.63,75.79,1003.03,4,2,35.800000000000004
32,39,39,5.0,20.49,43.78,2987.51,5,5,64.1
64,48,103,5.05,34.52,51.74,1348.7,3,0,26.199999999999996
44,69,114,7.49,35.47,54.85,2048.5,3,5,21.499999999999993
96,65,16,6.38,27.43,65.18,2984.63,2,2,46.3
83,85,24,7.63,30.36,66.18,761.17,6,2,41.0
118,67,28,7.49,26.04,77.27,1947.2,0,2,34.3
23,35,83,6.92,11.33,81.58,2995.46,0,5,50.4
103,88,48,7.25,30.9,35.37,2843.09,0,3,24.5
43,14,100,4.57,39.9,46.39,818.07,2,5,43.900000000000006
152,65,12,5.75,16.83,50.62,476.43,4,2,31.1
76,42,108,7.05,39.46,30.8,1393.0,6,4,22.4
119,18,61,4.54,39.93,55.06,2337.4,2,1,35.5
27,41,91,4.63,14.25,51.53,2411.19,5,5,44.199999999999996
29,86,97,7.91,37.78,61.52,1900.8,4,5,27.7
143,37,22,7.24,30.27,36.01,1921.69,5,1,38.2
33,32,53,5.56,23.99,54.84,537.85,4,5,60.3
110,78,90,7.25,20.34,65.84,1435.39,1,4,8.6
46,71,26,7.67,28.89,78.23,1813.27,0,5,55.5
24,57,84,5.73,35.28,75.99,2114.08,1,5,43.099999999999994
98,75,26,4.64,11.02,54.29,456.97,1,2,38.7
152,71,61,8.23,26.06,53.37,2133.82,6,6,9.7
105,78,58,5.88,29.51,32.25,2835.55,0,3,22.9
159,65,92,4.93,10.77,34.96,2401.46,2,0,0.0
27,83,80,6.47,36.67,82.34,1946.85,2,5,36.0
78,45,28,7.57,38.55,78.35,471.98,3,2,52.89999999999999
79,45,43,5.39,28.37,31.27,2424.2,1,0,46.6
99,65,102,5.58,13.51,82.96,2056.28,1,3,10.999999999999996
74,16,39,5.47,37.97,66.83,1736.34,3,1,58.400000000000006
113,41,115,8.47,34.15,78.12,2446.0,3,6,8.799999999999997
60,10,38,5.29,10.86,60.15,2088.61,6,1,64.8
29,67,111,6.8,27.37,39.04,1515.16,1,5,27.799999999999997
135,29,57,8.2,13.44,51.41,856.81,1,1,29.0
103,43,17,5.09,14.23,57.0,1612.15,6,2,50.400000000000006
126,60,77,8.38,15.78,75.23,631.4,2,6,14.399999999999999
26,45,101,8.29,21.89,78.76,368.55,2,5,39.3
40,35,61,8.04,36.29,74.49,855.09,3,5,54.1
94,42,84,5.36,10.93,58.6,1227.88,1,0,26.6
120,10,91,7.04,30.68,69.82,2011.05,3,1,25.6
63,76,94,7.54,38.94,47.73,1598.25,5,1,21.699999999999996
107,59,67,8.44,29.24,89.27,2258.41,2,6,24.4
56,44,70,5.22,34.47,40.09,2264.93,4,5,43.0
84,44,49,7.56,37.05,73.42,2177.01,5,0,43.0
133,68,105,5.86,31.44,39.3,1732.93,1,0,0.0
25,86,26,5.2,29.8,46.85,2056.49,4,5,57.300000000000004
57,22,107,6.19,10.54,74.93,2936.79,1,5,34.5
76,31,90,7.68,25.57,73.75,2176.19,3,1,32.9
89,65,24,6.36,24.08,37.47,2278.94,4,2,45.2
84,14,93,6.65,25.68,70.71,1015.34,6,1,34.4
131,52,112,8.48,22.97,42.23,1538.36,0,6,1.3000000000000007
54,83,20,6.1,37.2,88.38,1418.58,2,5,51.9
43,64,92,6.96,36.67,66.18,1189.72,6,5,32.099999999999994
57,24,105,5.96,13.77,30.21,1486.77,6,5,34.7
22,51,97,6.07,25.99,42.51,1874.46,4,5,40.3
73,18,79,7.28,38.79,43.78,1947.76,4,1,42.099999999999994
85,80,91,8.25,27.96,44.83,2550.81,6,6,15.1
134,66,114,6.67,34.05,63.43,2037.7,4,4,0.0
79,19,57,7.57,21.2,42.34,2634.25,6,1,48.800000000000004
34,73,22,4.86,21.32,54.77,2038.52,5,5,60.1
129,50,35,5.34,19.77,40.4,1180.22,2,2,33.3
23,22,17,6.51,10.66,70.01,1966.44,1,5,80.7
43,25,35,4.58,37.75,64.12,2241.25,0,5,66.6
102,81,23,5.51,20.49,67.72,2119.83,1,2,36.9
113,69,50,6.57,21.01,88.04,2579.75,4,3,26.4
122,40,15,4.56,32.79,53.96,2735.62,6,2,46.4
59,64,25,5.56,25.81,42.93,1138.59,1,5,54.1
46,80,108,6.56,20.86,89.93,420.98,6,5,20.0
56,43,43,6.79,36.51,33.48,2037.95,1,5,54.099999999999994
20,13,49,8.2,34.76,78.62,508.74,3,5,71.5
156,64,100,7.08,39.3,39.73,2675.15,3,1,0.0
142,75,109,6.16,29.23,69.89,2502.06,3,2,0.0
58,68,21,8.22,30.7,58.43,2197.88,0,5,54.8
49,50,10,7.64,19.73,80.34,2793.29,1,5,67.3
39,75,38,5.3,12.99,73.87,2684.11,2,5,51.599999999999994
83,56,90,5.02,13.18,40.34,2784.21,4,0,23.299999999999997
138,36,91,7.2,29.38,69.91,2259.25,1,1,12.399999999999997
86,88,58,6.74,13.4,43.03,1231.68,2,0,25.6
141,30,25,7.66,37.2,40.16,333.69,5,1,39.7
45,20,108,7.46,31.12,35.05,372.37,6,5,38.3
145,31,18,7.0,16.79,36.82,2420.81,5,1,41.0
25,32,68,8.45,18.38,72.23,735.86,1,5,56.7
51,74,117,6.63,31.3,89.53,1076.66,1,5,16.7
36,68,48,4.95,34.72,70.55,1841.1,3,5,50.599999999999994
72,85,47,7.81,35.18,72.51,567.05,5,6,35.1
119,79,116,5.51,28.03,76.96,2958.92,5,2,0.0
151,37,15,7.61,14.66,83.34,2487.89,6,1,38.6
129,34,99,8.33,34.55,46.06,1837.19,1,1,12.499999999999996
90,10,90,7.29,33.75,66.27,2743.68,0,1,35.0
120,41,97,6.88,35.06,43.0,1582.0,4,1,13.899999999999999
110,38,83,6.34,14.73,61.54,2711.45,3,1,23.400000000000002
76,29,105,5.96,30.53,42.52,2512.74,1,1,27.5
75,55,68,5.91,38.81,33.84,239.43,5,3,34.8
146,86,12,7.05,17.68,35.3,2430.87,6,2,26.6
37,66,28,7.51,31.5,88.58,2395.0,5,5,58.900000000000006
94,21,108,7.21,17.77,30.36,1088.67,3,1,23.299999999999997
41,81,36,5.29,19.21,71.41,1580.52,3,5,50.0
151,48,34,6.48,24.56,83.24,586.95,5,2,27.700000000000003
22,17,94,7.67,36.85,53.62,2066.43,2,5,51.699999999999996
43,37,75,6.4,11.16,72.49,2088.3,5,5,47.0
71,40,93,6.65,39.69,50.93,2948.08,1,4,30.500000000000004
86,24,32,7.58,33.16,61.74,2223.71,2,1,55.2
142,69,72,7.15,20.79,86.14,1452.57,5,3,8.899999999999999
50,48,67,6.14,20.62,32.54,704.76,6,5,44.800000000000004
72,89,106,8.08,24.49,46.03,2405.6,6,6,10.299999999999999
140,30,59,5.15,36.26,36.36,1190.63,0,1,26.4
50,17,17,8.48,10.54,59.76,2842.43,3,5,74.1
95,51,60,4.98,26.45,76.23,975.85,0,0,33.2
157,68,110,4.56,11.68,88.6,750.49,5,0,0.0
103,88,51,8.06,13.47,39.33,1937.22,5,6,23.3
127,87,103,5.48,30.72,32.64,2763.77,6,0,0.0
75,29,72,7.42,17.03,38.3,594.99,4,1,41.0
55,70,40,7.74,11.25,88.13,315.76,4,5,47.5
70,20,114,7.94,14.93,49.21,2908.68,4,1,28.4
100,41,68,8.47,16.26,46.03,582.83,1,6,31.5
123,13,91,5.68,33.09,74.1,1901.06,1,1,23.799999999999997
144,38,104,7.34,28.75,37.24,757.47,5,1,4.799999999999997
158,14,99,4.96,32.05,50.94,669.51,6,1,9.8
24,85,97,6.13,21.09,38.69,636.93,0,5,29.499999999999996
120,48,60,7.89,13.39,88.46,2187.92,2,6,26.6
119,32,66,5.97,34.16,47.11,2326.94,5,1,29.299999999999997
127,25,14,6.86,14.21,46.15,535.44,1,1,49.8
33,59,84,6.52,21.48,68.06,582.39,6,5,39.8
136,20,61,7.08,17.87,31.0,2816.13,4,1,29.8
47,81,97,8.39,18.9,69.21,1848.81,2,5,23.799999999999997
28,57,74,4.72,28.06,57.23,2387.63,4,5,45.9
78,43,21,6.8,14.93,41.05,425.56,3,2,56.3
57,30,111,7.95,23.38,59.18,346.75,0,5,30.5
112,72,32,6.43,29.16,89.94,1309.35,6,2,33.0
91,26,61,4.81,36.07,80.33,1754.71,5,1,41.5
67,43,117,6.74,21.14,88.45,1243.0,6,3,21.2
149,60,98,5.83,19.56,85.56,2197.61,2,3,0.0
25,76,72,5.12,21.04,79.22,2074.55,4,5,41.900000000000006
80,33,85,7.9,25.02,50.08,1451.19,1,1,33.1
21,31,12,6.59,19.39,73.8,422.37,1,5,80.6
102,19,33,8.23,17.51,53.49,1867.47,6,1,51.5
32,14,99,7.72,21.26,55.77,877.26,2,5,47.6
68,40,88,7.27,33.33,82.4,1280.35,5,3,33.39999999999999
27,33,104,4.52,17.58,42.31,240.31,1,5,41.4
28,20,116,6.21,35.34,47.8,1659.1,6,5,40.2
92,60,51,5.29,18.55,85.83,2157.18,5,0,35.0
31,57,30,8.14,28.09,71.98,1816.99,3,5,62.599999999999994
140,87,94,5.2,39.13,33.89,2304.41,1,0,0.0
158,13,94,5.64,38.55,37.3,2998.36,3,1,12.099999999999998
101,17,34,6.57,23.04,64.77,1971.19,2,1,52.0
126,16,21,5.55,12.03,77.93,819.02,0,1,50.0
120,41,57,5.34,37.08,77.57,1802.42,3,0,29.9
79,31,110,6.9,13.81,55.5,886.21,0,1,24.0
86,45,91,4.86,37.71,45.51,1124.57,5,0,25.299999999999997
48,38,83,4.73,31.98,77.26,1185.72,3,5,41.99999999999999
85,77,79,5.99,38.03,86.64,1655.96,1,5,20.799999999999997
24,70,66,7.38,29.96,56.65,1666.45,3,5,46.4
143,62,38,6.72,39.85,38.24,2068.49,1,2,24.3
114,81,38,6.19,24.01,66.58,1425.63,6,2,27.299999999999997
24,24,102,6.76,19.89,34.3,725.55,6,5,45.8
104,57,55,5.96,21.8,66.69,1574.76,5,0,30.7
68,63,119,8.24,20.51,40.38,2430.11,0,6,14.099999999999994
45,77,18,4.72,22.02,60.96,2167.91,4,5,57.2
90,78,41,7.19,36.56,67.53,522.78,2,3,34.2
117,73,22,8.07,27.76,56.8,2855.34,3,2,35.2
145,75,119,7.72,31.77,79.64,1056.32,1,6,0.0
33,59,62,5.24,18.64,52.48,1842.08,4,5,48.6
37,81,84,5.68,39.7,39.3,289.79,6,5,32.0
76,56,107,7.37,18.42,57.83,2746.53,1,3,18.599999999999998
44,77,63,4.84,14.77,87.81,2114.0,1,5,39.5
89,22,38,7.75,33.35,82.81,972.95,4,1,52.5
152,23,60,7.38,35.17,48.66,2113.33,1,1,24.499999999999996
104,18,85,7.42,21.81,44.56,1019.13,4,1,30.4
58,37,58,4.9,26.23,59.0,927.23,3,5,49.3
133,47,104,7.37,22.42,69.31,1451.56,3,0,5.399999999999999
30,21,50,7.22,18.82,85.6,1880.18,3,5,65.7
121,22,95,7.82,34.4,66.8,786.17,6,1,20.099999999999998
44,30,99,4.67,32.71,80.17,2280.13,2,5,39.199999999999996
21,64,116,4.59,24.56,71.76,1818.54,4,5,29.099999999999994
55,47,21,5.99,23.67,36.09,220.89,3,5,62.0
56,61,44,5.1,15.4,83.51,1738.25,6,5,48.3
21,35,111,6.73,29.12,41.97,1378.56,6,5,39.8
127,31,13,8.17,37.71,52.0,2074.21,2,1,48.4
110,60,54,6.07,31.57,80.42,2713.79,6,6,28.4
115,81,58,7.88,25.19,88.75,935.42,3,6,19.0
23,46,83,4.5,11.16,48.64,2086.3,1,5,47.099999999999994
113,54,27,5.17,37.91,52.99,624.67,2,2,40.1
65,86,55,4.62,19.24,59.14,439.66,3,0,33.7
128,46,92,5.81,19.0,59.88,2809.12,5,1,11.999999999999996
121,23,67,8.13,24.09,75.02,2614.41,2,1,30.999999999999996
84,27,24,4.89,22.87,79.03,1603.93,2,1,58.10000000000001
75,16,67,6.93,38.87,89.46,587.3,6,1,46.900000000000006
54,83,32,6.31,14.95,78.25,937.3,0,5,47.1
138,69,32,8.25,30.67,47.99,1788.66,3,2,26.1
120,67,94,4.99,13.2,51.49,2025.18,3,0,7.3
42,64,35,5.35,18.31,67.08,2133.7,5,5,55.199999999999996
97,43,118,4.62,31.66,71.2,2293.88,1,0,11.799999999999999
63,54,43,6.24,34.12,35.4,787.64,3,3,48.7
20,12,50,5.61,24.07,50.62,1029.51,3,5,71.4
159,49,86,7.98,33.68,42.16,235.34,6,6,4.199999999999999
39,85,66,6.92,38.05,60.47,407.16,2,5,37.4
130,62,34,6.96,38.07,40.12,1066.57,2,2,29.8
131,40,63,6.63,20.27,64.84,720.18,2,0,24.5
117,32,53,4.87,19.36,58.04,1579.11,2,1,35.099999999999994
25,81,106,6.28,31.79,54.24,2576.25,6,5,26.800000000000004
155,74,101,8.5,29.62,68.94,2224.37,0,6,0.0
40,64,22,7.84,21.77,54.98,2312.83,2,5,61.0
122,88,63,8.07,16.86,53.96,1880.71,2,6,12.8
64,21,36,7.79,28.55,69.07,2161.22,6,1,61.1
89,10,17,4.91,22.91,33.44,704.0,2,1,64.5
124,20,109,5.41,13.96,55.95,1746.9,2,1,14.2
157,60,52,4.51,29.18,41.72,1797.66,4,0,15.100000000000001
94,75,79,5.71,30.93,32.31,1960.39,2,1,18.7
20,54,86,4.93,20.93,32.08,2381.99,5,5,44.4
157,81,93,6.39,34.96,40.06,2843.21,1,0,0.0
102,40,64,7.21,12.21,56.04,2192.82,3,0,32.8
93,62,73,8.0,24.88,64.0,2783.18,3,6,25.299999999999997
130,54,14,7.5,38.69,77.75,1739.78,4,2,40.2
33,76,68,8.25,15.71,66.46,1010.15,1,5,41.10000000000001
150,50,118,4.72,15.17,61.2,2043.88,4,0,0.0
154,37,36,4.55,21.36,32.18,2946.62,4,1,29.300000000000004
127,71,28,7.15,18.04,47.87,2187.19,2,2,30.4
22,11,74,5.66,16.65,71.54,2913.24,1,5,61.49999999999999
138,81,77,5.51,38.5,46.23,262.7,5,2,4.5
112,74,75,5.82,20.35,65.66,923.41,3,5,15.2
110,30,117,5.58,11.8,66.23,966.09,3,1,12.2
44,24,35,6.55,36.99,48.31,1395.04,1,5,66.6
62,64,42,6.26,23.45,64.3,286.21,6,1,46.4
134,17,117,6.55,32.08,36.84,2759.91,2,1,8.899999999999999
113,29,118,7.19,21.02,73.62,2179.81,1,1,11.199999999999998
63,86,47,6.05,38.06,31.35,435.05,4,4,37.5
48,73,16,5.51,18.63,32.12,689.15,4,5,58.3
110,48,102,5.16,29.88,82.22,1888.7,5,0,12.8
76,16,14,5.9,34.73,64.82,2743.81,5,1,67.8
127,66,18,7.47,17.14,39.77,445.32,3,2,35.9
156,84,22,7.53,34.05,66.1,1413.25,5,2,20.200000000000003
41,40,119,7.17,33.77,52.19,760.04,5,5,29.099999999999994
89,43,49,5.44,38.93,46.19,704.95,1,0,41.8
25,84,57,6.85,37.68,78.68,2244.24,1,5,45.5
141,60,55,6.78,21.66,58.64,2514.18,3,6,18.7
137,65,73,6.44,27.72,47.61,2779.21,4,3,11.200000000000001
71,38,73,6.7,37.76,86.62,2115.16,3,1,39.099999999999994
89,72,38,6.47,10.13,39.9,383.82,0,2,37.5
112,42,27,6.76,28.82,38.52,1199.79,2,2,44.0
100,54,39,7.36,16.46,35.84,1436.36,4,2,39.2
93,15,83,4.94,32.16,37.47,972.49,1,1,35.39999999999999
126,46,28,7.5,33.89,45.17,1711.63,6,2,38.2
155,62,57,5.04,31.39,71.91,851.38,6,0,13.100000000000001
33,11,18,4.77,39.88,70.31,2718.4,6,5,80.6
50,66,94,8.4,24.38,75.81,601.78,1,5,28.6
113,60,10,8.33,26.84,64.53,1392.95,1,2,45.1
101,48,114,4.74,22.27,59.56,549.58,2,0,10.699999999999996
49,31,99,6.27,39.22,55.91,1203.11,6,5,37.4
49,88,87,5.24,37.68,82.48,1557.4,6,5,25.099999999999998
119,52,48,6.44,39.6,50.61,1750.92,2,1,30.5
67,47,102,7.82,39.55,83.49,1128.16,5,6,25.999999999999996
46,73,64,8.3,36.86,46.53,2466.98,0,5,39.699999999999996
113,46,116,7.04,37.93,39.44,1643.16,3,3,6.899999999999997
34,47,61,5.92,13.6,45.31,2978.77,2,5,52.3
63,80,80,6.91,15.21,59.94,545.87,6,3,26.099999999999998
67,40,73,5.75,36.56,85.55,713.93,6,3,39.699999999999996
133,53,33,8.14,31.8,40.64,2445.02,2,2,32.0
144,23,36,7.98,36.25,64.79,1751.94,0,1,36.5
33,61,115,6.73,33.1,43.06,1208.07,5,5,26.800000000000004
73,76,75,5.8,14.19,70.66,1349.26,3,0,26.299999999999997
111,14,75,5.67,37.5,57.9,1778.61,6,1,33.5
143,51,71,4.63,33.14,74.01,440.18,0,0,14.399999999999999
80,16,25,7.76,27.12,81.37,2342.36,4,1,62.2
37,27,21,6.3,25.97,50.08,1457.58,2,5,73.4
105,66,49,5.8,27.21,86.29,1355.04,3,6,30.1
76,83,99,6.38,21.71,58.11,2364.94,3,0,13.7
104,53,19,7.77,34.1,86.2,1793.74,4,2,46.3
34,70,73,5.0,37.27,43.84,2311.63,5,5,40.599999999999994
125,72,64,7.93,17.59,83.83,2800.18,6,6,16.3
77,41,88,8.09,11.14,50.02,2848.34,4,6,30.399999999999995
149,37,98,8.29,16.09,75.05,1401.95,6,1,6.000000000000001
33,13,13,6.09,32.72,88.09,394.64,6,5,82.0
40,24,99,5.37,36.05,84.73,234.98,0,5,42.199999999999996
64,11,32,5.99,20.46,57.82,2174.65,0,1,65.7
53,32,110,5.83,14.57,50.69,428.33,1,5,31.5
136,68,58,5.2,35.76,66.76,1292.55,5,0,16.6
90,32,115,6.93,16.44,72.35,2054.34,5,1,18.4
98,35,13,6.41,17.26,62.41,2995.48,3,1,55.900000000000006
31,43,10,7.96,12.78,80.91,824.58,0,5,74.8
142,22,74,4.63,37.31,33.5,227.19,5,1,22.199999999999996
26,49,48,7.08,19.8,65.98,315.51,3,5,59.3
88,60,12,7.55,15.16,61.51,825.25,6,2,51.8
130,19,66,7.54,38.61,32.36,2980.42,2,1,29.900000000000002
122,48,68,8.04,20.07,30.76,415.94,0,6,22.8
136,13,88,7.42,32.42,66.37,2297.94,1,1,21.099999999999998
117,61,116,8.21,16.91,37.08,619.81,6,6,1.200000000000001
44,65,27,5.83,31.8,76.11,770.54,4,5,57.5
85,36,30,6.51,16.96,86.95,440.6,0,1,52.7
70,17,65,4.56,29.13,40.64,838.71,3,1,48.9
139,62,61,4.53,23.23,77.91,523.47,1,0,16.3
144,22,17,5.46,33.96,65.49,248.76,5,1,44.400000000000006
159,55,34,4.9,31.91,56.88,2436.21,1,2,23.200000000000003
144,45,41,5.54,38.06,69.02,733.38,5,4,27.900000000000002
66,52,79,5.21,21.3,78.14,532.1,1,0,34.0
157,44,49,4.61,32.63,88.24,962.16,6,0,21.1
29,60,93,8.14,39.07,69.63,2310.57,5,5,37.099999999999994
118,72,38,4.53,20.09,74.82,829.41,6,2,28.8
60,77,78,7.44,18.7,66.45,1717.33,5,4,28.7
74,22,44,5.11,33.07,63.9,807.7,0,1,54.6
137,56,92,8.15,23.37,33.89,1283.86,2,6,6.299999999999999
134,15,112,8.07,21.96,39.3,1659.74,5,1,11.5
62,27,85,7.12,26.37,52.76,2321.89,2,1,40.3
51,17,42,7.19,38.07,68.97,988.74,5,5,63.8
134,50,108,4.52,12.52,34.55,1450.14,5,0,2.5999999999999996
90,70,115,8.44,23.97,62.66,2000.15,3,6,7.0
45,29,111,8.01,13.3,30.79,970.67,4,5,34.4
77,65,55,8.08,36.51,75.97,816.1,6,6,36.4
95,11,81,7.14,14.1,70.02,1792.94,2,1,36.800000000000004
133,75,111,5.88,12.69,61.24,2866.7,1,3,0.0
109,41,40,8.07,38.91,64.27,2748.22,5,6,40.0
121,31,84,5.67,26.9,85.97,1881.01,5,1,21.799999999999997
25,50,77,6.75,34.78,84.4,1381.59,1,5,47.7
159,19,49,4.9,24.11,77.57,1784.28,3,1,28.0
156,48,78,8.19,23.07,50.17,2445.59,5,6,8.6
103,54,51,5.06,37.35,36.43,459.97,4,0,33.5
78,14,95,5.4,39.7,49.29,2387.33,0,1,35.4
86,21,53,6.73,28.56,75.12,2042.45,0,1,47.7
34,41,26,7.56,37.55,66.66,953.32,2,5,68.1
82,49,29,6.98,35.88,72.33,2652.91,6,2,50.099999999999994
69,27,116,5.43,26.32,36.32,423.82,4,1,25.800000000000004
115,83,85,4.5,38.23,39.51,2772.31,2,0,7.6
40,73,62,7.53,16.3,69.86,1286.18,5,5,42.300000000000004
20,10,53,8.44,36.55,52.31,2468.89,6,5,70.8
145,62,26,7.74,19.28,52.15,632.48,6,2,28.5
30,51,36,6.34,10.92,53.56,1789.09,3,5,62.300000000000004
127,47,32,8.12,33.61,77.76,293.65,0,2,36.0
121,26,67,6.14,37.9,71.94,980.45,2,1,30.099999999999998
107,71,78,6.6,16.5,36.36,2523.04,5,0,16.4
154,37,65,6.41,26.02,50.66,1472.19,1,1,17.700000000000003
132,31,101,6.29,32.48,70.43,2046.6,3,1,11.699999999999998
119,55,110,7.6,19.95,88.57,2460.22,3,2,4.799999999999997
148,47,103,6.61,14.41,84.74,1684.93,1,3,1.299999999999999
84,41,54,5.77,21.77,44.9,1840.31,2,3,41.9
83,64,38,5.53,23.7,33.96,2345.76,2,2,41.7
36,18,23,4.65,32.27,64.4,537.25,4,5,75.6
158,59,17,6.83,15.96,54.38,400.35,1,2,29.1
144,46,55,5.42,34.45,41.0,1941.38,1,0,22.0
29,74,36,5.09,25.07,69.1,2930.18,1,5,55.699999999999996
85,88,79,7.12,37.12,39.62,2005.3,1,0,17.5
51,53,16,7.22,26.97,51.09,2174.27,2,5,63.4
35,69,35,7.51,23.41,77.67,2043.94,2,5,55.8
131,38,51,6.51,18.6,71.06,1895.95,0,1,29.900000000000002
45,72,39,8.08,13.19,66.43,753.34,0,5,50.3
123,85,90,8.25,21.15,85.85,2552.77,3,6,2.5999999999999996
93,35,15,7.73,22.41,37.52,1813.96,3,1,56.599999999999994
119,54,76,7.04,27.05,71.46,2939.42,4,3,18.7
113,44,92,5.71,35.8,37.04,393.43,1,4,17.099999999999998
156,87,92,8.43,23.91,38.18,1035.76,4,6,0.0
24,16,63,5.6,19.43,60.39,478.21,4,5,63.8
26,76,97,5.31,36.2,31.45,2605.65,2,5,31.599999999999998
84,62,101,6.27,32.02,60.06,2490.04,5,5,16.799999999999997
31,50,44,4.73,19.21,30.57,2364.56,4,5,59.099999999999994
44,13,44,8.41,15.01,66.14,2100.1,4,5,66.3
29,11,14,6.85,18.73,48.72,498.47,0,5,83.4
52,44,111,6.73,13.71,35.0,1336.66,1,5,27.799999999999997
122,42,15,7.12,37.1,76.85,2172.62,3,2,45.8
35,59,102,6.49,28.35,53.4,1210.36,6,5,31.999999999999996
91,22,32,4.63,35.91,56.64,2209.96,0,1,54.3
52,16,118,6.95,34.61,52.47,999.1,4,5,33.39999999999999
54,48,68,7.36,14.6,35.02,1721.91,2,5,43.2
121,58,60,6.17,23.29,57.6,1192.69,6,3,23.299999999999997
95,12,71,7.53,39.16,69.93,2780.2,5,1,40.5
98,26,110,5.41,17.01,84.2,1438.69,1,1,19.799999999999997
36,34,41,5.39,11.51,75.83,1002.69,1,5,63.599999999999994
46,23,10,5.15,20.38,34.76,359.63,4,5,76.3
133,14,58,5.99,25.33,39.95,607.27,5,1,33.7
40,80,107,7.89,11.68,32.69,1781.74,0,5,22.2
36,42,117,7.81,22.8,37.16,2163.2,6,5,30.799999999999994
95,60,37,6.03,17.6,58.83,2872.23,4,2,39.7
63,26,80,6.86,16.36,43.18,1871.05,2,1,42.3
47,70,46,7.38,17.92,68.88,2106.15,6,5,47.5
44,40,38,5.46,13.16,31.94,1935.47,5,5,60.599999999999994
66,24,28,5.17,12.3,81.43,2726.94,0,1,62.8
120,49,117,8.39,27.88,70.66,1046.83,2,6,3.4999999999999964
42,74,28,6.97,38.43,88.14,1889.02,2,5,55.0
94,29,60,8.43,34.14,87.17,2887.39,5,1,40.1
69,43,93,5.85,35.02,71.58,219.96,2,4,30.2
84,74,24,7.31,32.05,39.48,958.74,3,2,44.0
35,41,33,5.39,38.68,43.32,2324.6,2,5,65.0
143,31,114,5.54,38.52,46.65,1515.77,2,1,3.1999999999999993
69,71,70,6.55,33.35,55.6,671.47,6,6,31.0
32,54,62,5.78,31.48,64.25,1800.62,1,5,50.4
99,20,81,5.17,19.16,70.96,1642.2,2,1,32.9
54,42,68,5.55,12.73,34.54,1471.54,6,5,45.0
133,47,16,4.64,12.79,66.63,1156.89,2,2,40.6
51,74,92,7.32,32.09,33.55,347.1,6,5,26.7
106,72,101,6.47,10.85,79.62,1891.55,1,3,7.199999999999999
128,47,85,4.88,34.49,32.43,1648.32,1,0,14.5
85,82,99,5.19,20.99,53.4,1839.01,6,0,11.299999999999997
114,22,108,4.91,15.76,55.2,206.83,6,1,16.999999999999993
116,57,77,6.95,22.23,64.22,431.51,6,3,18.299999999999997
66,33,43,4.88,31.1,35.73,669.55,0,1,54.099999999999994
137,45,16,7.52,18.25,85.99,1455.63,1,2,40.0
54,29,63,4.58,15.21,52.99,2462.12,2,5,50.89999999999999
119,52,100,5.5,32.14,53.77,888.37,4,0,9.7
83,66,76,8.06,36.42,44.59,2463.35,1,6,25.9
31,74,106,7.37,27.57,76.84,858.71,5,5,27.099999999999994
139,69,21,4.79,25.72,30.47,2297.32,0,2,30.200000000000003
63,52,67,7.78,32.65,36.37,2647.85,6,3,39.7
30,74,92,6.47,31.98,58.25,2486.1,2,5,33.0
108,55,61,7.89,10.19,88.1,2267.47,6,6,27.700000000000003
65,71,90,6.9,18.46,32.14,307.64,0,5,24.2
78,79,65,7.23,37.96,33.72,1124.43,3,0,27.9
118,35,91,8.47,38.81,72.89,750.24,0,1,18.700000000000003
